Sub_ID age hemi ageHemi sex_demean
sub-031571 -10.7441860465116 0 0 -0.365448504983389
sub-031572 -13.7441860465116 1 -13.7441860465116 -0.365448504983389
sub-031572 -13.7441860465116 0 0 -0.365448504983389
sub-031573 -11.7441860465116 1 -11.7441860465116 -0.365448504983389
sub-031573 -11.7441860465116 0 0 -0.365448504983389
sub-031574 -10.7441860465116 1 -10.7441860465116 0.634551495016611
sub-031574 -10.7441860465116 0 0 0.634551495016611
sub-031575 -12.7441860465116 1 -12.7441860465116 0.634551495016611
sub-031575 -12.7441860465116 0 0 0.634551495016611
sub-031576 -12.7441860465116 1 -12.7441860465116 0.634551495016611
sub-031576 -12.7441860465116 0 0 0.634551495016611
sub-031577 15.2558139534884 1 15.2558139534884 -0.365448504983389
sub-031577 15.2558139534884 0 0 -0.365448504983389
sub-031578 3.25581395348837 1 3.25581395348837 0.634551495016611
sub-031578 3.25581395348837 0 0 0.634551495016611
sub-031579 -13.7441860465116 1 -13.7441860465116 0.634551495016611
sub-031579 -13.7441860465116 0 0 0.634551495016611
sub-031580 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031580 -10.7441860465116 0 0 -0.365448504983389
sub-031581 -8.74418604651163 1 -8.74418604651163 -0.365448504983389
sub-031581 -8.74418604651163 0 0 -0.365448504983389
sub-031582 -12.7441860465116 1 -12.7441860465116 -0.365448504983389
sub-031582 -12.7441860465116 0 0 -0.365448504983389
sub-031583 1.25581395348837 1 1.25581395348837 0.634551495016611
sub-031583 1.25581395348837 0 0 0.634551495016611
sub-031585 -11.7441860465116 1 -11.7441860465116 -0.365448504983389
sub-031585 -11.7441860465116 0 0 -0.365448504983389
sub-031586 14.2558139534884 1 14.2558139534884 -0.365448504983389
sub-031586 14.2558139534884 0 0 -0.365448504983389
sub-031587 -11.7441860465116 1 -11.7441860465116 0.634551495016611
sub-031587 -11.7441860465116 0 0 0.634551495016611
sub-031588 -13.7441860465116 1 -13.7441860465116 -0.365448504983389
sub-031588 -13.7441860465116 0 0 -0.365448504983389
sub-031589 -12.7441860465116 1 -12.7441860465116 -0.365448504983389
sub-031589 -12.7441860465116 0 0 -0.365448504983389
sub-031590 -10.7441860465116 1 -10.7441860465116 0.634551495016611
sub-031590 -10.7441860465116 0 0 0.634551495016611
sub-031591 -12.7441860465116 1 -12.7441860465116 0.634551495016611
sub-031591 -12.7441860465116 0 0 0.634551495016611
sub-031592 -13.7441860465116 1 -13.7441860465116 -0.365448504983389
sub-031592 -13.7441860465116 0 0 -0.365448504983389
sub-031593 -14.7441860465116 1 -14.7441860465116 -0.365448504983389
sub-031593 -14.7441860465116 0 0 -0.365448504983389
sub-031594 -13.7441860465116 1 -13.7441860465116 -0.365448504983389
sub-031594 -13.7441860465116 0 0 -0.365448504983389
sub-031595 -12.7441860465116 1 -12.7441860465116 -0.365448504983389
sub-031595 -12.7441860465116 0 0 -0.365448504983389
sub-031596 -9.74418604651163 1 -9.74418604651163 -0.365448504983389
sub-031596 -9.74418604651163 0 0 -0.365448504983389
sub-031597 -9.74418604651163 1 -9.74418604651163 -0.365448504983389
sub-031597 -9.74418604651163 0 0 -0.365448504983389
sub-031598 5.25581395348837 1 5.25581395348837 -0.365448504983389
sub-031598 5.25581395348837 0 0 -0.365448504983389
sub-031600 -11.7441860465116 1 -11.7441860465116 0.634551495016611
sub-031600 -11.7441860465116 0 0 0.634551495016611
sub-031601 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031601 -10.7441860465116 0 0 -0.365448504983389
sub-031602 -10.7441860465116 1 -10.7441860465116 0.634551495016611
sub-031602 -10.7441860465116 0 0 0.634551495016611
sub-031603 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031603 -10.7441860465116 0 0 -0.365448504983389
sub-031604 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031604 -10.7441860465116 0 0 -0.365448504983389
sub-031605 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031605 -10.7441860465116 0 0 -0.365448504983389
sub-031606 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031606 -10.7441860465116 0 0 -0.365448504983389
sub-031607 -11.7441860465116 1 -11.7441860465116 0.634551495016611
sub-031607 -11.7441860465116 0 0 0.634551495016611
sub-031608 -11.7441860465116 1 -11.7441860465116 -0.365448504983389
sub-031608 -11.7441860465116 0 0 -0.365448504983389
sub-031609 -9.74418604651163 1 -9.74418604651163 -0.365448504983389
sub-031609 -9.74418604651163 0 0 -0.365448504983389
sub-031610 -9.74418604651163 1 -9.74418604651163 0.634551495016611
sub-031610 -9.74418604651163 0 0 0.634551495016611
sub-031611 -14.7441860465116 1 -14.7441860465116 -0.365448504983389
sub-031611 -14.7441860465116 0 0 -0.365448504983389
sub-031612 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031612 -10.7441860465116 0 0 -0.365448504983389
sub-031613 -12.7441860465116 1 -12.7441860465116 0.634551495016611
sub-031613 -12.7441860465116 0 0 0.634551495016611
sub-031614 -7.74418604651163 1 -7.74418604651163 -0.365448504983389
sub-031614 -7.74418604651163 0 0 -0.365448504983389
sub-031615 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031615 -10.7441860465116 0 0 -0.365448504983389
sub-031616 -11.7441860465116 1 -11.7441860465116 -0.365448504983389
sub-031616 -11.7441860465116 0 0 -0.365448504983389
sub-031617 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031617 -10.7441860465116 0 0 -0.365448504983389
sub-031618 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031618 -10.7441860465116 0 0 -0.365448504983389
sub-031619 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031619 -10.7441860465116 0 0 -0.365448504983389
sub-031620 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031620 -10.7441860465116 0 0 -0.365448504983389
sub-031621 -9.74418604651163 1 -9.74418604651163 0.634551495016611
sub-031621 -9.74418604651163 0 0 0.634551495016611
sub-031622 -8.74418604651163 1 -8.74418604651163 -0.365448504983389
sub-031622 -8.74418604651163 0 0 -0.365448504983389
sub-031623 -8.74418604651163 1 -8.74418604651163 0.634551495016611
sub-031623 -8.74418604651163 0 0 0.634551495016611
sub-031624 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031624 -10.7441860465116 0 0 -0.365448504983389
sub-031625 14.2558139534884 1 14.2558139534884 -0.365448504983389
sub-031625 14.2558139534884 0 0 -0.365448504983389
sub-031626 -7.74418604651163 1 -7.74418604651163 -0.365448504983389
sub-031626 -7.74418604651163 0 0 -0.365448504983389
sub-031627 13.2558139534884 1 13.2558139534884 -0.365448504983389
sub-031627 13.2558139534884 0 0 -0.365448504983389
sub-031628 -11.7441860465116 1 -11.7441860465116 -0.365448504983389
sub-031628 -11.7441860465116 0 0 -0.365448504983389
sub-031629 -12.7441860465116 1 -12.7441860465116 -0.365448504983389
sub-031629 -12.7441860465116 0 0 -0.365448504983389
sub-031630 -10.7441860465116 1 -10.7441860465116 -0.365448504983389
sub-031630 -10.7441860465116 0 0 -0.365448504983389
sub-031631 -9.74418604651163 1 -9.74418604651163 -0.365448504983389
sub-031631 -9.74418604651163 0 0 -0.365448504983389
sub-031632 -9.74418604651163 1 -9.74418604651163 -0.365448504983389
sub-031632 -9.74418604651163 0 0 -0.365448504983389
sub-031633 20.2558139534884 1 20.2558139534884 -0.365448504983389
sub-031633 20.2558139534884 0 0 -0.365448504983389
sub-031634 4.25581395348837 1 4.25581395348837 -0.365448504983389
sub-031634 4.25581395348837 0 0 -0.365448504983389
sub-031636 19.2558139534884 1 19.2558139534884 0.634551495016611
sub-031636 19.2558139534884 0 0 0.634551495016611
sub-031637 14.2558139534884 1 14.2558139534884 0.634551495016611
sub-031637 14.2558139534884 0 0 0.634551495016611
sub-031638 12.2558139534884 1 12.2558139534884 -0.365448504983389
sub-031638 12.2558139534884 0 0 -0.365448504983389
sub-031639 8.25581395348837 1 8.25581395348837 -0.365448504983389
sub-031639 8.25581395348837 0 0 -0.365448504983389
sub-031644 1.25581395348837 1 1.25581395348837 0.634551495016611
sub-031644 1.25581395348837 0 0 0.634551495016611
sub-031647 2.25581395348837 1 2.25581395348837 -0.365448504983389
sub-031647 2.25581395348837 0 0 -0.365448504983389
sub-031648 15.2558139534884 1 15.2558139534884 0.634551495016611
sub-031648 15.2558139534884 0 0 0.634551495016611
sub-031651 0.255813953488371 1 0.255813953488371 0.634551495016611
sub-031651 0.255813953488371 0 0 0.634551495016611
sub-031652 8.25581395348837 1 8.25581395348837 -0.365448504983389
sub-031652 8.25581395348837 0 0 -0.365448504983389
sub-031653 0.255813953488371 1 0.255813953488371 0.634551495016611
sub-031653 0.255813953488371 0 0 0.634551495016611
sub-031654 0.255813953488371 1 0.255813953488371 -0.365448504983389
sub-031654 0.255813953488371 0 0 -0.365448504983389
sub-031655 6.25581395348837 1 6.25581395348837 -0.365448504983389
sub-031655 6.25581395348837 0 0 -0.365448504983389
sub-031656 0.255813953488371 1 0.255813953488371 -0.365448504983389
sub-031656 0.255813953488371 0 0 -0.365448504983389
sub-031657 0.255813953488371 1 0.255813953488371 -0.365448504983389
sub-031657 0.255813953488371 0 0 -0.365448504983389
sub-031658 19.2558139534884 1 19.2558139534884 0.634551495016611
sub-031658 19.2558139534884 0 0 0.634551495016611
sub-031660 8.25581395348837 1 8.25581395348837 -0.365448504983389
sub-031660 8.25581395348837 0 0 -0.365448504983389
sub-031662 10.2558139534884 1 10.2558139534884 -0.365448504983389
sub-031662 10.2558139534884 0 0 -0.365448504983389
sub-031663 14.2558139534884 1 14.2558139534884 -0.365448504983389
sub-031663 14.2558139534884 0 0 -0.365448504983389
sub-031665 5.25581395348837 1 5.25581395348837 -0.365448504983389
sub-031665 5.25581395348837 0 0 -0.365448504983389
sub-031666 18.2558139534884 1 18.2558139534884 -0.365448504983389
sub-031666 18.2558139534884 0 0 -0.365448504983389
sub-031667 20.2558139534884 1 20.2558139534884 -0.365448504983389
sub-031667 20.2558139534884 0 0 -0.365448504983389
sub-031668 6.25581395348837 1 6.25581395348837 -0.365448504983389
sub-031668 6.25581395348837 0 0 -0.365448504983389
sub-031671 11.2558139534884 1 11.2558139534884 -0.365448504983389
sub-031671 11.2558139534884 0 0 -0.365448504983389
sub-031672 19.2558139534884 1 19.2558139534884 0.634551495016611
sub-031672 19.2558139534884 0 0 0.634551495016611
sub-031673 3.25581395348837 1 3.25581395348837 -0.365448504983389
sub-031673 3.25581395348837 0 0 -0.365448504983389
sub-031674 3.25581395348837 1 3.25581395348837 -0.365448504983389
sub-031674 3.25581395348837 0 0 -0.365448504983389
sub-031675 11.2558139534884 1 11.2558139534884 -0.365448504983389
sub-031675 11.2558139534884 0 0 -0.365448504983389
sub-031676 -0.744186046511629 1 -0.744186046511629 -0.365448504983389
sub-031676 -0.744186046511629 0 0 -0.365448504983389
sub-031677 20.2558139534884 1 20.2558139534884 0.634551495016611
sub-031677 20.2558139534884 0 0 0.634551495016611
sub-031678 1.25581395348837 1 1.25581395348837 0.634551495016611
sub-031678 1.25581395348837 0 0 0.634551495016611
sub-031679 16.2558139534884 1 16.2558139534884 0.634551495016611
